X,Y,fid,id,left,top,right,bottom,row_index,col_index,ELEV_1
186922.790326637,5027261.41821422,354,354,186672.790326637,5027511.41821422,187172.790326637,5027011.41821422,23,10,245.48974609375
186922.790326637,5026761.41821422,355,355,186672.790326637,5027011.41821422,187172.790326637,5026511.41821422,24,10,246.351501464844
186922.790326637,5026261.41821422,356,356,186672.790326637,5026511.41821422,187172.790326637,5026011.41821422,25,10,247.672439575195
186922.790326637,5025761.41821422,357,357,186672.790326637,5026011.41821422,187172.790326637,5025511.41821422,26,10,250.632141113281
186922.790326637,5025261.41821422,358,358,186672.790326637,5025511.41821422,187172.790326637,5025011.41821422,27,10,249.995620727539
186922.790326637,5024761.41821422,359,359,186672.790326637,5025011.41821422,187172.790326637,5024511.41821422,28,10,237.342590332031
186922.790326637,5024261.41821422,360,360,186672.790326637,5024511.41821422,187172.790326637,5024011.41821422,29,10,208.015045166016
186922.790326637,5023761.41821422,361,361,186672.790326637,5024011.41821422,187172.790326637,5023511.41821422,30,10,215.720657348633
186922.790326637,5023261.41821422,362,362,186672.790326637,5023511.41821422,187172.790326637,5023011.41821422,31,10,194.013717651367
186922.790326637,5022761.41821422,363,363,186672.790326637,5023011.41821422,187172.790326637,5022511.41821422,32,10,210.934173583984
187422.790326637,5038761.41821422,364,364,187172.790326637,5039011.41821422,187672.790326637,5038511.41821422,0,11,203.875152587891
187422.790326637,5038261.41821422,365,365,187172.790326637,5038511.41821422,187672.790326637,5038011.41821422,1,11,217.309997558594
187422.790326637,5037761.41821422,366,366,187172.790326637,5038011.41821422,187672.790326637,5037511.41821422,2,11,242.641967773438
187422.790326637,5037261.41821422,367,367,187172.790326637,5037511.41821422,187672.790326637,5037011.41821422,3,11,247.61653137207
187422.790326637,5036761.41821422,368,368,187172.790326637,5037011.41821422,187672.790326637,5036511.41821422,4,11,246.156860351562
187422.790326637,5036261.41821422,369,369,187172.790326637,5036511.41821422,187672.790326637,5036011.41821422,5,11,245.820571899414
187422.790326637,5035761.41821422,370,370,187172.790326637,5036011.41821422,187672.790326637,5035511.41821422,6,11,242.043731689453
187422.790326637,5035261.41821422,371,371,187172.790326637,5035511.41821422,187672.790326637,5035011.41821422,7,11,244.228851318359
187422.790326637,5034761.41821422,372,372,187172.790326637,5035011.41821422,187672.790326637,5034511.41821422,8,11,241.648452758789
187422.790326637,5034261.41821422,373,373,187172.790326637,5034511.41821422,187672.790326637,5034011.41821422,9,11,223.608444213867
187422.790326637,5033761.41821422,374,374,187172.790326637,5034011.41821422,187672.790326637,5033511.41821422,10,11,215.132675170898
187422.790326637,5033261.41821422,375,375,187172.790326637,5033511.41821422,187672.790326637,5033011.41821422,11,11,210.466186523438
187422.790326637,5032761.41821422,376,376,187172.790326637,5033011.41821422,187672.790326637,5032511.41821422,12,11,224.959991455078
187422.790326637,5032261.41821422,377,377,187172.790326637,5032511.41821422,187672.790326637,5032011.41821422,13,11,239.81999206543
187422.790326637,5031761.41821422,378,378,187172.790326637,5032011.41821422,187672.790326637,5031511.41821422,14,11,241.649993896484
187422.790326637,5031261.41821422,379,379,187172.790326637,5031511.41821422,187672.790326637,5031011.41821422,15,11,246.610000610352
187422.790326637,5030761.41821422,380,380,187172.790326637,5031011.41821422,187672.790326637,5030511.41821422,16,11,257.929992675781
187422.790326637,5030261.41821422,381,381,187172.790326637,5030511.41821422,187672.790326637,5030011.41821422,17,11,264.139984130859
187422.790326637,5029761.41821422,382,382,187172.790326637,5030011.41821422,187672.790326637,5029511.41821422,18,11,254.470001220703
187422.790326637,5029261.41821422,383,383,187172.790326637,5029511.41821422,187672.790326637,5029011.41821422,19,11,244.549987792969
187422.790326637,5028761.41821422,384,384,187172.790326637,5029011.41821422,187672.790326637,5028511.41821422,20,11,238.239990234375
187422.790326637,5028261.41821422,385,385,187172.790326637,5028511.41821422,187672.790326637,5028011.41821422,21,11,235.479995727539
187422.790326637,5027761.41821422,386,386,187172.790326637,5028011.41821422,187672.790326637,5027511.41821422,22,11,236.039993286133
187422.790326637,5027261.41821422,387,387,187172.790326637,5027511.41821422,187672.790326637,5027011.41821422,23,11,242.479995727539
187422.790326637,5026761.41821422,388,388,187172.790326637,5027011.41821422,187672.790326637,5026511.41821422,24,11,249.549987792969
187422.790326637,5026261.41821422,389,389,187172.790326637,5026511.41821422,187672.790326637,5026011.41821422,25,11,258.739990234375
187422.790326637,5025761.41821422,390,390,187172.790326637,5026011.41821422,187672.790326637,5025511.41821422,26,11,254.259994506836
187422.790326637,5025261.41821422,391,391,187172.790326637,5025511.41821422,187672.790326637,5025011.41821422,27,11,244.860000610352
187422.790326637,5024761.41821422,392,392,187172.790326637,5025011.41821422,187672.790326637,5024511.41821422,28,11,234.5
187422.790326637,5024261.41821422,393,393,187172.790326637,5024511.41821422,187672.790326637,5024011.41821422,29,11,214.129989624023
187422.790326637,5023761.41821422,394,394,187172.790326637,5024011.41821422,187672.790326637,5023511.41821422,30,11,204.90998840332
187422.790326637,5023261.41821422,395,395,187172.790326637,5023511.41821422,187672.790326637,5023011.41821422,31,11,208.259994506836
187422.790326637,5022761.41821422,396,396,187172.790326637,5023011.41821422,187672.790326637,5022511.41821422,32,11,204.919998168945
187922.790326637,5038761.41821422,397,397,187672.790326637,5039011.41821422,188172.790326637,5038511.41821422,0,12,197.959991455078
187922.790326637,5038261.41821422,398,398,187672.790326637,5038511.41821422,188172.790326637,5038011.41821422,1,12,199.099990844727
187922.790326637,5037761.41821422,399,399,187672.790326637,5038011.41821422,188172.790326637,5037511.41821422,2,12,221.339996337891
187922.790326637,5037261.41821422,400,400,187672.790326637,5037511.41821422,188172.790326637,5037011.41821422,3,12,229.720001220703
187922.790326637,5036761.41821422,401,401,187672.790326637,5037011.41821422,188172.790326637,5036511.41821422,4,12,237.929992675781
187922.790326637,5036261.41821422,402,402,187672.790326637,5036511.41821422,188172.790326637,5036011.41821422,5,12,229.259994506836
187922.790326637,5035761.41821422,403,403,187672.790326637,5036011.41821422,188172.790326637,5035511.41821422,6,12,225.649993896484
187922.790326637,5035261.41821422,404,404,187672.790326637,5035511.41821422,188172.790326637,5035011.41821422,7,12,228.720001220703
187922.790326637,5034761.41821422,405,405,187672.790326637,5035011.41821422,188172.790326637,5034511.41821422,8,12,231.129989624023
187922.790326637,5034261.41821422,406,406,187672.790326637,5034511.41821422,188172.790326637,5034011.41821422,9,12,216.119995117188
187922.790326637,5033761.41821422,407,407,187672.790326637,5034011.41821422,188172.790326637,5033511.41821422,10,12,206.519989013672
187922.790326637,5033261.41821422,408,408,187672.790326637,5033511.41821422,188172.790326637,5033011.41821422,11,12,199.669998168945
187922.790326637,5032761.41821422,409,409,187672.790326637,5033011.41821422,188172.790326637,5032511.41821422,12,12,215.429992675781
187922.790326637,5032261.41821422,410,410,187672.790326637,5032511.41821422,188172.790326637,5032011.41821422,13,12,235.289993286133
187922.790326637,5031761.41821422,411,411,187672.790326637,5032011.41821422,188172.790326637,5031511.41821422,14,12,241.580001831055
187922.790326637,5031261.41821422,412,412,187672.790326637,5031511.41821422,188172.790326637,5031011.41821422,15,12,247.279998779297
187922.790326637,5030761.41821422,413,413,187672.790326637,5031011.41821422,188172.790326637,5030511.41821422,16,12,257.919982910156
187922.790326637,5030261.41821422,414,414,187672.790326637,5030511.41821422,188172.790326637,5030011.41821422,17,12,253.709991455078
187922.790326637,5029761.41821422,415,415,187672.790326637,5030011.41821422,188172.790326637,5029511.41821422,18,12,246.189987182617
187922.790326637,5029261.41821422,416,416,187672.790326637,5029511.41821422,188172.790326637,5029011.41821422,19,12,236.580001831055
187922.790326637,5028761.41821422,417,417,187672.790326637,5029011.41821422,188172.790326637,5028511.41821422,20,12,229.699996948242
187922.790326637,5028261.41821422,418,418,187672.790326637,5028511.41821422,188172.790326637,5028011.41821422,21,12,227.149993896484
187922.790326637,5027761.41821422,419,419,187672.790326637,5028011.41821422,188172.790326637,5027511.41821422,22,12,232.65998840332
187922.790326637,5027261.41821422,420,420,187672.790326637,5027511.41821422,188172.790326637,5027011.41821422,23,12,246.599990844727
187922.790326637,5026761.41821422,421,421,187672.790326637,5027011.41821422,188172.790326637,5026511.41821422,24,12,258.570007324219
187922.790326637,5026261.41821422,422,422,187672.790326637,5026511.41821422,188172.790326637,5026011.41821422,25,12,256.25
187922.790326637,5025761.41821422,423,423,187672.790326637,5026011.41821422,188172.790326637,5025511.41821422,26,12,246.879989624023
187922.790326637,5025261.41821422,424,424,187672.790326637,5025511.41821422,188172.790326637,5025011.41821422,27,12,229.029998779297
187922.790326637,5024761.41821422,425,425,187672.790326637,5025011.41821422,188172.790326637,5024511.41821422,28,12,221.580001831055
187922.790326637,5024261.41821422,426,426,187672.790326637,5024511.41821422,188172.790326637,5024011.41821422,29,12,207.559997558594
187922.790326637,5023761.41821422,427,427,187672.790326637,5024011.41821422,188172.790326637,5023511.41821422,30,12,208.629989624023
187922.790326637,5023261.41821422,428,428,187672.790326637,5023511.41821422,188172.790326637,5023011.41821422,31,12,194.5
187922.790326637,5022761.41821422,429,429,187672.790326637,5023011.41821422,188172.790326637,5022511.41821422,32,12,220.919998168945
188422.790326637,5038761.41821422,430,430,188172.790326637,5039011.41821422,188672.790326637,5038511.41821422,0,13,189.179992675781
188422.790326637,5038261.41821422,431,431,188172.790326637,5038511.41821422,188672.790326637,5038011.41821422,1,13,190.360000610352
188422.790326637,5037761.41821422,432,432,188172.790326637,5038011.41821422,188672.790326637,5037511.41821422,2,13,208.789993286133
188422.790326637,5037261.41821422,433,433,188172.790326637,5037511.41821422,188672.790326637,5037011.41821422,3,13,231.119995117188
188422.790326637,5036761.41821422,434,434,188172.790326637,5037011.41821422,188672.790326637,5036511.41821422,4,13,223.860000610352
188422.790326637,5036261.41821422,435,435,188172.790326637,5036511.41821422,188672.790326637,5036011.41821422,5,13,217.699996948242
188422.790326637,5035761.41821422,436,436,188172.790326637,5036011.41821422,188672.790326637,5035511.41821422,6,13,206.889999389648
188422.790326637,5035261.41821422,437,437,188172.790326637,5035511.41821422,188672.790326637,5035011.41821422,7,13,211.169998168945
188422.790326637,5034761.41821422,438,438,188172.790326637,5035011.41821422,188672.790326637,5034511.41821422,8,13,202.649993896484
188422.790326637,5034261.41821422,439,439,188172.790326637,5034511.41821422,188672.790326637,5034011.41821422,9,13,213.419998168945
188422.790326637,5033761.41821422,440,440,188172.790326637,5034011.41821422,188672.790326637,5033511.41821422,10,13,206.629989624023
188422.790326637,5033261.41821422,441,441,188172.790326637,5033511.41821422,188672.790326637,5033011.41821422,11,13,203.729995727539
188422.790326637,5032761.41821422,442,442,188172.790326637,5033011.41821422,188672.790326637,5032511.41821422,12,13,197.449996948242
188422.790326637,5032261.41821422,443,443,188172.790326637,5032511.41821422,188672.790326637,5032011.41821422,13,13,226.15998840332
188422.790326637,5031761.41821422,444,444,188172.790326637,5032011.41821422,188672.790326637,5031511.41821422,14,13,257.089996337891
188422.790326637,5031261.41821422,445,445,188172.790326637,5031511.41821422,188672.790326637,5031011.41821422,15,13,253.879989624023
188422.790326637,5030761.41821422,446,446,188172.790326637,5031011.41821422,188672.790326637,5030511.41821422,16,13,243.709991455078
188422.790326637,5030261.41821422,447,447,188172.790326637,5030511.41821422,188672.790326637,5030011.41821422,17,13,238.449996948242
188422.790326637,5029761.41821422,448,448,188172.790326637,5030011.41821422,188672.790326637,5029511.41821422,18,13,238.369995117188
188422.790326637,5029261.41821422,449,449,188172.790326637,5029511.41821422,188672.790326637,5029011.41821422,19,13,237.419998168945
188422.790326637,5028761.41821422,450,450,188172.790326637,5029011.41821422,188672.790326637,5028511.41821422,20,13,236.419998168945
188422.790326637,5028261.41821422,451,451,188172.790326637,5028511.41821422,188672.790326637,5028011.41821422,21,13,222.229995727539
188422.790326637,5027761.41821422,452,452,188172.790326637,5028011.41821422,188672.790326637,5027511.41821422,22,13,214.629989624023
188422.790326637,5027261.41821422,453,453,188172.790326637,5027511.41821422,188672.790326637,5027011.41821422,23,13,239.56999206543
188422.790326637,5026761.41821422,454,454,188172.790326637,5027011.41821422,188672.790326637,5026511.41821422,24,13,253.289993286133
188422.790326637,5026261.41821422,455,455,188172.790326637,5026511.41821422,188672.790326637,5026011.41821422,25,13,246.369995117188
188422.790326637,5025761.41821422,456,456,188172.790326637,5026011.41821422,188672.790326637,5025511.41821422,26,13,242.559997558594
188422.790326637,5025261.41821422,457,457,188172.790326637,5025511.41821422,188672.790326637,5025011.41821422,27,13,229.080001831055
188422.790326637,5024761.41821422,458,458,188172.790326637,5025011.41821422,188672.790326637,5024511.41821422,28,13,183.099990844727
188422.790326637,5024261.41821422,459,459,188172.790326637,5024511.41821422,188672.790326637,5024011.41821422,29,13,183.039993286133
188422.790326637,5023761.41821422,460,460,188172.790326637,5024011.41821422,188672.790326637,5023511.41821422,30,13,213.15998840332
188422.790326637,5023261.41821422,461,461,188172.790326637,5023511.41821422,188672.790326637,5023011.41821422,31,13,213.720001220703
188422.790326637,5022761.41821422,462,462,188172.790326637,5023011.41821422,188672.790326637,5022511.41821422,32,13,230.629989624023
188922.790326637,5038761.41821422,463,463,188672.790326637,5039011.41821422,189172.790326637,5038511.41821422,0,14,199.330001831055
188922.790326637,5038261.41821422,464,464,188672.790326637,5038511.41821422,189172.790326637,5038011.41821422,1,14,184.360000610352
188922.790326637,5037761.41821422,465,465,188672.790326637,5038011.41821422,189172.790326637,5037511.41821422,2,14,189.5
188922.790326637,5037261.41821422,466,466,188672.790326637,5037511.41821422,189172.790326637,5037011.41821422,3,14,218.019989013672
188922.790326637,5036761.41821422,467,467,188672.790326637,5037011.41821422,189172.790326637,5036511.41821422,4,14,212.619995117188
188922.790326637,5036261.41821422,468,468,188672.790326637,5036511.41821422,189172.790326637,5036011.41821422,5,14,198.709991455078
188922.790326637,5035761.41821422,469,469,188672.790326637,5036011.41821422,189172.790326637,5035511.41821422,6,14,195.899993896484
188922.790326637,5035261.41821422,470,470,188672.790326637,5035511.41821422,189172.790326637,5035011.41821422,7,14,185.269989013672
188922.790326637,5034761.41821422,471,471,188672.790326637,5035011.41821422,189172.790326637,5034511.41821422,8,14,210.169998168945
188922.790326637,5034261.41821422,472,472,188672.790326637,5034511.41821422,189172.790326637,5034011.41821422,9,14,205.089996337891
188922.790326637,5033761.41821422,473,473,188672.790326637,5034011.41821422,189172.790326637,5033511.41821422,10,14,203.050003051758
188922.790326637,5033261.41821422,474,474,188672.790326637,5033511.41821422,189172.790326637,5033011.41821422,11,14,200.830001831055
188922.790326637,5032761.41821422,475,475,188672.790326637,5033011.41821422,189172.790326637,5032511.41821422,12,14,200.699996948242
188922.790326637,5032261.41821422,476,476,188672.790326637,5032511.41821422,189172.790326637,5032011.41821422,13,14,200.239990234375
188922.790326637,5031761.41821422,477,477,188672.790326637,5032011.41821422,189172.790326637,5031511.41821422,14,14,228.149993896484
188922.790326637,5031261.41821422,478,478,188672.790326637,5031511.41821422,189172.790326637,5031011.41821422,15,14,228.049987792969
188922.790326637,5030761.41821422,479,479,188672.790326637,5031011.41821422,189172.790326637,5030511.41821422,16,14,225.619995117188
188922.790326637,5030261.41821422,480,480,188672.790326637,5030511.41821422,189172.790326637,5030011.41821422,17,14,219.199996948242
188922.790326637,5029761.41821422,481,481,188672.790326637,5030011.41821422,189172.790326637,5029511.41821422,18,14,226.25
188922.790326637,5029261.41821422,482,482,188672.790326637,5029511.41821422,189172.790326637,5029011.41821422,19,14,225.75
188922.790326637,5028761.41821422,483,483,188672.790326637,5029011.41821422,189172.790326637,5028511.41821422,20,14,245.439987182617
188922.790326637,5028261.41821422,484,484,188672.790326637,5028511.41821422,189172.790326637,5028011.41821422,21,14,242.239990234375
188922.790326637,5027761.41821422,485,485,188672.790326637,5028011.41821422,189172.790326637,5027511.41821422,22,14,220.769989013672
188922.790326637,5027261.41821422,486,486,188672.790326637,5027511.41821422,189172.790326637,5027011.41821422,23,14,221.839996337891
188922.790326637,5026761.41821422,487,487,188672.790326637,5027011.41821422,189172.790326637,5026511.41821422,24,14,239.489990234375
188922.790326637,5026261.41821422,488,488,188672.790326637,5026511.41821422,189172.790326637,5026011.41821422,25,14,232.009994506836
188922.790326637,5025761.41821422,489,489,188672.790326637,5026011.41821422,189172.790326637,5025511.41821422,26,14,233.059997558594
188922.790326637,5025261.41821422,490,490,188672.790326637,5025511.41821422,189172.790326637,5025011.41821422,27,14,217.110000610352
188922.790326637,5024761.41821422,491,491,188672.790326637,5025011.41821422,189172.790326637,5024511.41821422,28,14,198.239990234375
188922.790326637,5024261.41821422,492,492,188672.790326637,5024511.41821422,189172.790326637,5024011.41821422,29,14,211.369995117188
188922.790326637,5023761.41821422,493,493,188672.790326637,5024011.41821422,189172.790326637,5023511.41821422,30,14,227.339996337891
188922.790326637,5023261.41821422,494,494,188672.790326637,5023511.41821422,189172.790326637,5023011.41821422,31,14,229.289993286133
188922.790326637,5022761.41821422,495,495,188672.790326637,5023011.41821422,189172.790326637,5022511.41821422,32,14,242.080001831055
189422.790326637,5038761.41821422,496,496,189172.790326637,5039011.41821422,189672.790326637,5038511.41821422,0,15,211.56999206543
189422.790326637,5038261.41821422,497,497,189172.790326637,5038511.41821422,189672.790326637,5038011.41821422,1,15,194.019989013672
189422.790326637,5037761.41821422,498,498,189172.790326637,5038011.41821422,189672.790326637,5037511.41821422,2,15,167.039993286133
189422.790326637,5037261.41821422,499,499,189172.790326637,5037511.41821422,189672.790326637,5037011.41821422,3,15,191.31999206543
189422.790326637,5036761.41821422,500,500,189172.790326637,5037011.41821422,189672.790326637,5036511.41821422,4,15,197.489990234375
189422.790326637,5036261.41821422,501,501,189172.790326637,5036511.41821422,189672.790326637,5036011.41821422,5,15,187.959991455078
189422.790326637,5035761.41821422,502,502,189172.790326637,5036011.41821422,189672.790326637,5035511.41821422,6,15,177.269989013672
189422.790326637,5035261.41821422,503,503,189172.790326637,5035511.41821422,189672.790326637,5035011.41821422,7,15,209.059997558594
189422.790326637,5034761.41821422,504,504,189172.790326637,5035011.41821422,189672.790326637,5034511.41821422,8,15,214.309997558594
189422.790326637,5034261.41821422,505,505,189172.790326637,5034511.41821422,189672.790326637,5034011.41821422,9,15,208.699996948242
189422.790326637,5033761.41821422,506,506,189172.790326637,5034011.41821422,189672.790326637,5033511.41821422,10,15,214.40998840332
189422.790326637,5033261.41821422,507,507,189172.790326637,5033511.41821422,189672.790326637,5033011.41821422,11,15,217.849990844727
189422.790326637,5032761.41821422,508,508,189172.790326637,5033011.41821422,189672.790326637,5032511.41821422,12,15,224.06999206543
189422.790326637,5032261.41821422,509,509,189172.790326637,5032511.41821422,189672.790326637,5032011.41821422,13,15,234.339996337891
189422.790326637,5031761.41821422,510,510,189172.790326637,5032011.41821422,189672.790326637,5031511.41821422,14,15,224.519989013672
189422.790326637,5031261.41821422,511,511,189172.790326637,5031511.41821422,189672.790326637,5031011.41821422,15,15,214.479995727539
189422.790326637,5030761.41821422,512,512,189172.790326637,5031011.41821422,189672.790326637,5030511.41821422,16,15,226.649993896484
189422.790326637,5030261.41821422,513,513,189172.790326637,5030511.41821422,189672.790326637,5030011.41821422,17,15,214.080001831055
189422.790326637,5029761.41821422,514,514,189172.790326637,5030011.41821422,189672.790326637,5029511.41821422,18,15,209.639999389648
189422.790326637,5029261.41821422,515,515,189172.790326637,5029511.41821422,189672.790326637,5029011.41821422,19,15,224.580001831055
189422.790326637,5028761.41821422,516,516,189172.790326637,5029011.41821422,189672.790326637,5028511.41821422,20,15,222.379989624023
189422.790326637,5028261.41821422,517,517,189172.790326637,5028511.41821422,189672.790326637,5028011.41821422,21,15,236
189422.790326637,5027761.41821422,518,518,189172.790326637,5028011.41821422,189672.790326637,5027511.41821422,22,15,233.970001220703
189422.790326637,5027261.41821422,519,519,189172.790326637,5027511.41821422,189672.790326637,5027011.41821422,23,15,207.149993896484
189422.790326637,5026761.41821422,520,520,189172.790326637,5027011.41821422,189672.790326637,5026511.41821422,24,15,219.179992675781
189422.790326637,5026261.41821422,521,521,189172.790326637,5026511.41821422,189672.790326637,5026011.41821422,25,15,210.40998840332
189422.790326637,5025761.41821422,522,522,189172.790326637,5026011.41821422,189672.790326637,5025511.41821422,26,15,204.629989624023
189422.790326637,5025261.41821422,523,523,189172.790326637,5025511.41821422,189672.790326637,5025011.41821422,27,15,193.239990234375
189422.790326637,5024761.41821422,524,524,189172.790326637,5025011.41821422,189672.790326637,5024511.41821422,28,15,200.879989624023
189422.790326637,5024261.41821422,525,525,189172.790326637,5024511.41821422,189672.790326637,5024011.41821422,29,15,219.119995117188
189422.790326637,5023761.41821422,526,526,189172.790326637,5024011.41821422,189672.790326637,5023511.41821422,30,15,234.629989624023
189422.790326637,5023261.41821422,527,527,189172.790326637,5023511.41821422,189672.790326637,5023011.41821422,31,15,243.929992675781
189422.790326637,5022761.41821422,528,528,189172.790326637,5023011.41821422,189672.790326637,5022511.41821422,32,15,260.519989013672
189922.790326637,5038761.41821422,529,529,189672.790326637,5039011.41821422,190172.790326637,5038511.41821422,0,16,174.529998779297
189922.790326637,5038261.41821422,530,530,189672.790326637,5038511.41821422,190172.790326637,5038011.41821422,1,16,172.419998168945
189922.790326637,5037761.41821422,531,531,189672.790326637,5038011.41821422,190172.790326637,5037511.41821422,2,16,169.949996948242
189922.790326637,5037261.41821422,532,532,189672.790326637,5037511.41821422,190172.790326637,5037011.41821422,3,16,153.470001220703
189922.790326637,5036761.41821422,533,533,189672.790326637,5037011.41821422,190172.790326637,5036511.41821422,4,16,174.580001831055
189922.790326637,5036261.41821422,534,534,189672.790326637,5036511.41821422,190172.790326637,5036011.41821422,5,16,162.429992675781
189922.790326637,5035761.41821422,535,535,189672.790326637,5036011.41821422,190172.790326637,5035511.41821422,6,16,206.860000610352
189922.790326637,5035261.41821422,536,536,189672.790326637,5035511.41821422,190172.790326637,5035011.41821422,7,16,208.009994506836
189922.790326637,5034761.41821422,537,537,189672.790326637,5035011.41821422,190172.790326637,5034511.41821422,8,16,208.440002441406
189922.790326637,5034261.41821422,538,538,189672.790326637,5034511.41821422,190172.790326637,5034011.41821422,9,16,208.81999206543
189922.790326637,5033761.41821422,539,539,189672.790326637,5034011.41821422,190172.790326637,5033511.41821422,10,16,209.789993286133
189922.790326637,5033261.41821422,540,540,189672.790326637,5033511.41821422,190172.790326637,5033011.41821422,11,16,215.889999389648
189922.790326637,5032761.41821422,541,541,189672.790326637,5033011.41821422,190172.790326637,5032511.41821422,12,16,232.779998779297
189922.790326637,5032261.41821422,542,542,189672.790326637,5032511.41821422,190172.790326637,5032011.41821422,13,16,239.949996948242
189922.790326637,5031761.41821422,543,543,189672.790326637,5032011.41821422,190172.790326637,5031511.41821422,14,16,240.289993286133
189922.790326637,5031261.41821422,544,544,189672.790326637,5031511.41821422,190172.790326637,5031011.41821422,15,16,233.149993896484
189922.790326637,5030761.41821422,545,545,189672.790326637,5031011.41821422,190172.790326637,5030511.41821422,16,16,227.5
189922.790326637,5030261.41821422,546,546,189672.790326637,5030511.41821422,190172.790326637,5030011.41821422,17,16,219.220001220703
189922.790326637,5029761.41821422,547,547,189672.790326637,5030011.41821422,190172.790326637,5029511.41821422,18,16,216.949996948242
189922.790326637,5029261.41821422,548,548,189672.790326637,5029511.41821422,190172.790326637,5029011.41821422,19,16,208.40998840332
189922.790326637,5028761.41821422,549,549,189672.790326637,5029011.41821422,190172.790326637,5028511.41821422,20,16,220.979995727539
189922.790326637,5028261.41821422,550,550,189672.790326637,5028511.41821422,190172.790326637,5028011.41821422,21,16,222.81999206543
189922.790326637,5027761.41821422,551,551,189672.790326637,5028011.41821422,190172.790326637,5027511.41821422,22,16,229.970001220703
189922.790326637,5027261.41821422,552,552,189672.790326637,5027511.41821422,190172.790326637,5027011.41821422,23,16,213.779998779297
189922.790326637,5026761.41821422,553,553,189672.790326637,5027011.41821422,190172.790326637,5026511.41821422,24,16,201.580001831055
189922.790326637,5026261.41821422,554,554,189672.790326637,5026511.41821422,190172.790326637,5026011.41821422,25,16,183.759994506836
189922.790326637,5025761.41821422,555,555,189672.790326637,5026011.41821422,190172.790326637,5025511.41821422,26,16,183.110000610352
189922.790326637,5025261.41821422,556,556,189672.790326637,5025511.41821422,190172.790326637,5025011.41821422,27,16,186.300003051758
189922.790326637,5024761.41821422,557,557,189672.790326637,5025011.41821422,190172.790326637,5024511.41821422,28,16,223.789993286133
189922.790326637,5024261.41821422,558,558,189672.790326637,5024511.41821422,190172.790326637,5024011.41821422,29,16,231.31999206543
189922.790326637,5023761.41821422,559,559,189672.790326637,5024011.41821422,190172.790326637,5023511.41821422,30,16,236.449996948242
189922.790326637,5023261.41821422,560,560,189672.790326637,5023511.41821422,190172.790326637,5023011.41821422,31,16,239.979995727539
189922.790326637,5022761.41821422,561,561,189672.790326637,5023011.41821422,190172.790326637,5022511.41821422,32,16,264.559997558594
190422.790326637,5038761.41821422,562,562,190172.790326637,5039011.41821422,190672.790326637,5038511.41821422,0,17,127.180000305176
190422.790326637,5038261.41821422,563,563,190172.790326637,5038511.41821422,190672.790326637,5038011.41821422,1,17,129.959991455078
190422.790326637,5037761.41821422,564,564,190172.790326637,5038011.41821422,190672.790326637,5037511.41821422,2,17,133.099990844727
190422.790326637,5037261.41821422,565,565,190172.790326637,5037511.41821422,190672.790326637,5037011.41821422,3,17,143.360000610352
190422.790326637,5036761.41821422,566,566,190172.790326637,5037011.41821422,190672.790326637,5036511.41821422,4,17,145.330001831055
190422.790326637,5036261.41821422,567,567,190172.790326637,5036511.41821422,190672.790326637,5036011.41821422,5,17,168.690002441406
190422.790326637,5035761.41821422,568,568,190172.790326637,5036011.41821422,190672.790326637,5035511.41821422,6,17,185.369995117188
190422.790326637,5035261.41821422,569,569,190172.790326637,5035511.41821422,190672.790326637,5035011.41821422,7,17,196.580001831055
190422.790326637,5034761.41821422,570,570,190172.790326637,5035011.41821422,190672.790326637,5034511.41821422,8,17,217.889999389648
190422.790326637,5034261.41821422,571,571,190172.790326637,5034511.41821422,190672.790326637,5034011.41821422,9,17,217.949996948242
190422.790326637,5033761.41821422,572,572,190172.790326637,5034011.41821422,190672.790326637,5033511.41821422,10,17,213.349990844727
190422.790326637,5033261.41821422,573,573,190172.790326637,5033511.41821422,190672.790326637,5033011.41821422,11,17,216.440002441406
190422.790326637,5032761.41821422,574,574,190172.790326637,5033011.41821422,190672.790326637,5032511.41821422,12,17,243.289993286133
190422.790326637,5032261.41821422,575,575,190172.790326637,5032511.41821422,190672.790326637,5032011.41821422,13,17,236.039993286133
190422.790326637,5031761.41821422,576,576,190172.790326637,5032011.41821422,190672.790326637,5031511.41821422,14,17,241.629989624023
190422.790326637,5031261.41821422,577,577,190172.790326637,5031511.41821422,190672.790326637,5031011.41821422,15,17,239.979995727539
190422.790326637,5030761.41821422,578,578,190172.790326637,5031011.41821422,190672.790326637,5030511.41821422,16,17,236.459991455078
190422.790326637,5030261.41821422,579,579,190172.790326637,5030511.41821422,190672.790326637,5030011.41821422,17,17,228.599990844727
190422.790326637,5029761.41821422,580,580,190172.790326637,5030011.41821422,190672.790326637,5029511.41821422,18,17,219.009994506836
190422.790326637,5029261.41821422,581,581,190172.790326637,5029511.41821422,190672.790326637,5029011.41821422,19,17,208.169998168945
190422.790326637,5028761.41821422,582,582,190172.790326637,5029011.41821422,190672.790326637,5028511.41821422,20,17,212.690002441406
190422.790326637,5028261.41821422,583,583,190172.790326637,5028511.41821422,190672.790326637,5028011.41821422,21,17,200.509994506836
190422.790326637,5027761.41821422,584,584,190172.790326637,5028011.41821422,190672.790326637,5027511.41821422,22,17,183.029998779297
190422.790326637,5027261.41821422,585,585,190172.790326637,5027511.41821422,190672.790326637,5027011.41821422,23,17,183.06999206543
190422.790326637,5026761.41821422,586,586,190172.790326637,5027011.41821422,190672.790326637,5026511.41821422,24,17,183.050003051758
