id,x,y,estimation,variance
49,182422.790326,5031261.418214,3.089146267489805,5.460637925051073
50,182422.790326,5030761.418214,3.0649059413612183,5.450724525721681
51,182422.790326,5030261.418214,3.036061058146529,5.437591789183481
52,182422.790326,5029761.418214,3.0120466923128126,5.425550596954602
53,182422.790326,5029261.418214,3.001533982396694,5.4199626030645875
54,182422.790326,5028761.418214,3.0087232586220414,5.423804887941301
55,182422.790326,5028261.418214,3.030711073017502,5.43499635828538
56,182422.790326,5027761.418214,3.0593697449322024,5.448316569350847
57,182422.790326,5027261.418214,3.085208238944718,5.459097186383575
58,182422.790326,5026761.418214,3.0992965255704896,5.464477077374273
59,182422.790326,5026261.418214,3.0870437257156422,5.459319304020594
60,182422.790326,5025761.418214,3.058225450359962,5.446023906059607
61,182422.790326,5025261.418214,3.0213047857203175,5.426449836429369
62,182422.790326,5024761.418214,2.9858683411910496,5.404978682529641
63,182422.790326,5024261.418214,2.963385958533572,5.389993434495729
64,182422.790326,5023761.418214,2.963214677768039,5.389875208668241
65,182422.790326,5023261.418214,2.985433914762276,5.404699149077748
66,182422.790326,5022761.418214,3.0207698846025925,5.426145278411432
67,182922.790326,5038761.418214,3.1004023857178487,5.464892590558375
68,182922.790326,5038261.418214,3.1004023857178487,5.464892590558375
69,182922.790326,5037761.418214,3.1004023857178487,5.464892590558375
70,182922.790326,5037261.418214,3.1004023857178487,5.464892590558375
71,182922.790326,5036761.418214,3.1004023857178487,5.464892590558375
72,182922.790326,5036261.418214,3.1004023857178487,5.464892590558375
73,182922.790326,5035761.418214,3.1004023857178487,5.464892590558375
74,182922.790326,5035261.418214,3.1004023857178487,5.464892590558375
75,182922.790326,5034761.418214,3.1004023857178487,5.464892590558375
76,182922.790326,5034261.418214,3.1004023857178487,5.464892590558375
77,182922.790326,5033761.418214,3.1004023857178487,5.464892590558375
78,182922.790326,5033261.418214,3.1004023857178487,5.464892590558375
79,182922.790326,5032761.418214,3.1004023857178487,5.464892590558375
80,182922.790326,5032261.418214,3.1004023857178487,5.464892590558375
81,182922.790326,5031761.418214,3.0947478772443104,5.462782901110888
82,182922.790326,5031261.418214,3.0687175758194063,5.452351294494486
83,182922.790326,5030761.418214,3.0282004172739687,5.433761145144063
84,182922.790326,5030261.418214,2.9823872797756006,5.409289676825109
85,182922.790326,5029761.418214,2.9435103401688383,5.3856500235389015
86,182922.790326,5029261.418214,2.9259098058485713,5.374080328928301
87,182922.790326,5028761.418214,2.9379955592315152,5.382083050281925
88,182922.790326,5028261.418214,2.973839621286084,5.40431838769953
89,182922.790326,5027761.418214,3.0193699552503097,5.429329267358896
90,182922.790326,5027261.418214,3.0617171670458014,5.449344107578477
91,182922.790326,5026761.418214,3.0873045340175427,5.459850862137322
92,182922.790326,5026261.418214,3.0719790972881,5.452586073705566
93,182922.790326,5025761.418214,3.0298120769362553,5.431213133283503
94,182922.790326,5025261.418214,2.9770782171384202,5.399245759673317
95,182922.790326,5024761.418214,2.923960193021452,5.361159965048565
96,182922.790326,5024261.418214,2.8871878070294374,5.331334006868403
97,182922.790326,5023761.418214,2.8868929576408133,5.331083415255605
98,182922.790326,5023261.418214,2.923279262159337,5.3606333891954945
99,182922.790326,5022761.418214,2.9763026804721533,5.398732188924099
100,183422.790326,5038761.418214,3.1004023857178487,5.464892590558375
101,183422.790326,5038261.418214,3.1004023857178487,5.464892590558375
102,183422.790326,5037761.418214,3.1004023857178487,5.464892590558375
103,183422.790326,5037261.418214,3.1004023857178487,5.464892590558375
104,183422.790326,5036761.418214,3.1004023857178487,5.464892590558375
105,183422.790326,5036261.418214,3.1004023857178487,5.464892590558375
106,183422.790326,5035761.418214,3.1004023857178487,5.464892590558375
107,183422.790326,5035261.418214,3.1004023857178487,5.464892590558375
108,183422.790326,5034761.418214,3.1004023857178487,5.464892590558375
109,183422.790326,5034261.418214,3.1004023857178487,5.464892590558375
110,183422.790326,5033761.418214,3.1004023857178487,5.464892590558375
111,183422.790326,5033261.418214,3.1004023857178487,5.464892590558375
112,183422.790326,5032761.418214,3.1004023857178487,5.464892590558375
113,183422.790326,5032261.418214,3.100380091215573,5.464884382086971
114,183422.790326,5031761.418214,3.085492570238303,5.459209336487155
115,183422.790326,5031261.418214,3.046999253284498,5.442742745380837
116,183422.790326,5030761.418214,2.9913597132594045,5.41437083395431
117,183422.790326,5030261.418214,2.9269318295684377,5.374766941220141
118,183422.790326,5029761.418214,2.8672786814635187,5.331638835975262
119,183422.790326,5029261.418214,2.837062282793988,5.307423219811529
120,183422.790326,5028761.418214,2.858115441802038,5.324463705394646
121,183422.790326,5028261.418214,2.91437326627004,5.366203459995298
122,183422.790326,5027761.418214,2.9791964608029087,5.407448823410984
123,183422.790326,5027261.418214,3.0372954292862673,5.438183525402295
124,183422.790326,5026761.418214,3.071350297918494,5.453487729308339
125,183422.790326,5026261.418214,3.059021452500127,5.446515504780158
126,183422.790326,5025761.418214,3.0078441944371077,5.4186036226004655
127,183422.790326,5025261.418214,2.941645997579092,5.374496691307098
128,183422.790326,5024761.418214,2.868642615289668,5.315218222692722
129,183422.790326,5024261.418214,2.806136761194435,5.255597550574833
130,183422.790326,5023761.418214,2.8055347969179607,5.254983607238734
131,183422.790326,5023261.418214,2.8676220076654944,5.314310411285328
132,183422.790326,5022761.418214,2.9406426286981144,5.3737575799997055
133,183922.790326,5038761.418214,3.1004023857178487,5.464892590558375
134,183922.790326,5038261.418214,3.1004023857178487,5.464892590558375
135,183922.790326,5037761.418214,3.1004023857178487,5.464892590558375
136,183922.790326,5037261.418214,3.1004023857178487,5.464892590558375
137,183922.790326,5036761.418214,3.1004023857178487,5.464892590558375
138,183922.790326,5036261.418214,3.1004023857178487,5.464892590558375
139,183922.790326,5035761.418214,3.1004023857178487,5.464892590558375
140,183922.790326,5035261.418214,3.1004023857178487,5.464892590558375
141,183922.790326,5034761.418214,3.1004023857178487,5.464892590558375
